bin_width_px,v_start_px,v_end_px,v_center_px,model,frame027_point_count,original_status,leave027_status,original_point_count,leave027_point_count,original_unique_frame_count,leave027_unique_frame_count,original_u_ref_px,leave027_u_ref_px,original_b_mm,leave027_b_mm,delta_b_leave_minus_original_mm,original_delta_g_mm_per_px,leave027_delta_g_mm_per_px,delta_g_leave_minus_original_mm_per_px,original_weighted_rmse_mm,leave027_weighted_rmse_mm
30,240,270,255.0,M_local_fullfit,0,ok,ok,15,15,2,2,1973.9876164637617,1973.9876164637617,0.12926124758210453,0.12926124758210453,0.0,0.0007207906909520944,0.0007207906909520944,0.0,0.056034563000481014,0.056034563000481014
30,270,300,285.0,M0,0,ok,ok,65,65,7,7,2065.212980671218,2065.212980671218,0.12798117298100503,0.12798117298100503,0.0,-0.0006791087290156114,-0.0006791087290156114,0.0,0.11579660205289921,0.11579660205289921
30,270,300,285.0,M_local_fullfit,0,ok,ok,65,65,7,7,2065.212980671218,2065.212980671218,0.1489141306645826,0.1489141306645826,0.0,-0.0007035159377031448,-0.0007035159377031448,0.0,0.11592098207618544,0.11592098207618544
30,300,330,315.0,M0,0,ok,ok,92,92,8,8,2065.9965750814995,2065.9965750814995,0.13032033538083632,0.13032033538083632,0.0,-0.00030186069660814117,-0.00030186069660814117,0.0,0.09181698081357735,0.09181698081357735
30,300,330,315.0,M_local_fullfit,0,ok,ok,92,92,8,8,2065.9965750814995,2065.9965750814995,0.15000848904244263,0.15000848904244263,0.0,-0.000328536087898914,-0.000328536087898914,0.0,0.09191330037742475,0.09191330037742475
30,330,360,345.0,M0,0,ok,ok,116,116,8,8,2064.834999067682,2064.834999067682,0.10890391022653063,0.10890391022653063,0.0,-0.00017986427669934642,-0.00017986427669934642,0.0,0.060208112906479636,0.060208112906479636
30,330,360,345.0,M_local_fullfit,0,ok,ok,116,116,8,8,2064.834999067682,2064.834999067682,0.12748573943077984,0.12748573943077984,0.0,-0.00020786177141480667,-0.00020786177141480667,0.0,0.06040064709813767,0.06040064709813767
30,360,390,375.0,M0,17,ok,ok,135,127,10,9,2063.4213888692216,2067.853815411533,0.09089588957198917,0.09308655550171581,0.0021906659297266373,0.00017869491813999138,-0.00010803320249170293,-0.0002867281206316943,0.06628759156872986,0.05698398447910959
30,360,390,375.0,M_local_fullfit,17,ok,ok,134,127,10,9,2063.4213888692216,2067.853815411533,0.1082005656572782,0.11034374242147388,0.0021431767641956756,0.0001575762805589183,-0.00013784171904449588,-0.0002954179996034142,0.06707810302718922,0.057138462613765276
30,390,420,405.0,M0,2,ok,ok,176,174,14,13,2049.0757604982537,2054.211936439055,0.07596081704046956,0.07639635756825222,0.00043554052778266295,3.642473545653566e-05,3.732126885801614e-06,-3.269260857073405e-05,0.061240150503250705,0.06297448666824232
30,390,420,405.0,M_local_fullfit,2,ok,ok,176,174,14,13,2049.0757604982537,2054.211936439055,0.09264422304472207,0.09292854308511742,0.0002843200403953444,6.677657611428409e-06,-2.6221110914539453e-05,-3.289876852596786e-05,0.061281633296100625,0.06301464522892225
30,420,450,435.0,M0,13,ok,ok,187,174,14,13,2047.6013621781271,2051.5607032760386,0.03609387801217872,0.04365574737494277,0.007561869362764054,0.0005580571123098536,0.00010143341069063641,-0.00045662370161921723,0.10326244132954362,0.05804737488747728
30,420,450,435.0,M_local_fullfit,13,ok,ok,187,174,14,13,2047.6013621781271,2051.5607032760386,0.05173920092626747,0.05918877919344131,0.007449578267173837,0.0005269635829811266,6.94185383972772e-05,-0.0004575450445838494,0.10345286675817188,0.058161894965360485
30,450,480,465.0,M0,30,ok,ok,234,204,15,14,2043.099408365233,2045.1221677202884,0.028477190492735706,0.029998727930008375,0.0015215374372726694,0.00010489168050366402,2.797458003429606e-06,-0.00010209422250023441,0.06814965125143192,0.06509734071696037
