candidate_weighting,metric_weighting,region,v_min_px,v_max_px,sample_count,invalid_count,before_bias_mm,before_mae_mm,before_rmse_mm,before_p95_abs_mm,before_residual_energy,after_bias_mm,after_mae_mm,after_rmse_mm,after_p95_abs_mm,after_residual_energy,explained_fraction
v_region_equal,point_equal,bin_2400_2699,2400,2700,1759,0,-0.115329730335,0.127433352117,0.144876412573,0.242342571352,36.9199586842,-0.00166691296416,0.0254409135869,0.0305236635351,0.0518894229266,1.63884980862,0.955610735574
v_region_equal,point_equal,bin_2700_2999,2700,3000,1980,0,-0.221416896774,0.288827925514,0.303276070222,0.407948499672,182.113222043,-0.0133510335255,0.0352620826123,0.0440084848518,0.0958425381097,3.83475854312,0.978942997658
v_region_equal,point_equal,extrap_top_v_lt_242,0,241.997693497,1141,0,0.283016606051,0.294641525492,0.374683159676,0.722436861786,160.182103435,0.0194940840175,0.0498346155851,0.0591633260964,0.099497962614,3.99384133562,0.975066869207
v_region_equal,point_equal,extrap_bottom_v_gt_2732,2731.97787458,3000,1784,0,-0.236960483411,0.293069865134,0.308083105562,0.410285227872,169.32871668,-0.0161408326399,0.0348508757386,0.0432382249118,0.0947142324731,3.33526666285,0.980303006317
v_region_equal,frame_equal,top_0_299,0,300,1605,0,0.266643439221,0.28721257077,0.365154141298,0.708281707276,202.166201471,0.023434129211,0.0451141915036,0.0558434771093,0.0973352591521,4.72825612819,0.976612034584
v_region_equal,frame_equal,middle_300_2699,300,2700,13979,0,-0.0817058447148,0.108067588184,0.13124657233,0.237046762612,241.346218381,-0.00417323922587,0.0227594041564,0.027910174284,0.0552367411872,10.9141433844,0.954778063408
v_region_equal,frame_equal,bottom_2700_2999,2700,3000,1980,0,-0.229949836303,0.295943184205,0.308161049877,0.410228368583,193.435261468,-0.0147381043086,0.0361478870596,0.0451021067447,0.0970931911433,4.1435617154,0.978579077651
v_region_equal,frame_equal,bin_0000_0299,0,300,1605,0,0.266643439221,0.28721257077,0.365154141298,0.708281707276,202.166201471,0.023434129211,0.0451141915036,0.0558434771093,0.0973352591521,4.72825612819,0.976612034584
v_region_equal,frame_equal,bin_0300_0599,300,600,1900,0,-0.0369420322879,0.122858238065,0.157287159175,0.359171347126,46.6654139634,-0.0159547570499,0.0280432498048,0.0349005173029,0.0706869728835,2.29758884537,0.950764631657
v_region_equal,frame_equal,bin_0600_0899,600,900,1717,0,-0.138964654435,0.163921505043,0.177432511513,0.288902696403,53.9115893633,-0.0241799032138,0.0271238770259,0.0327886324419,0.070320743294,1.84103626041,0.965850825729
v_region_equal,frame_equal,bin_0900_1199,900,1200,1875,0,-0.0936907138625,0.112612971273,0.1379567258,0.254844200208,36.4385387041,-0.0116350050465,0.0247706758799,0.0295101822136,0.0565451155144,1.6673200679,0.954242949163
v_region_equal,frame_equal,bin_1200_1499,1200,1500,1490,0,-0.00932976752532,0.0584703925301,0.0697268717622,0.1209337215,7.16401282581,0.00923378346719,0.0192435706103,0.0224143972477,0.041269391345,0.740304042956,0.896663495592
v_region_equal,frame_equal,bin_1500_1799,1500,1800,1945,0,-0.0874000261735,0.0955023969594,0.114220452595,0.202463873767,25.6238119742,0.00261493385446,0.0182631451994,0.0217302754776,0.0363252537034,0.927441337889,0.963805489253
v_region_equal,frame_equal,bin_1800_2099,1800,2100,1732,0,-0.075958263494,0.083006489909,0.0998179993596,0.179854957962,17.4203390465,0.00465502273429,0.0201911863511,0.0240571851232,0.0386890483972,1.01187881015,0.941913942808
