v_px,fit_sample_count,fit_residual_median_mm,fit_residual_mean_mm,fit_residual_std_mm,fit_residual_mad_mm,fit_residual_p95_abs_mm,fit_positive_fraction,fit_sign_consistency,validation_sample_count,validation_residual_median_mm,validation_residual_mean_mm,validation_residual_std_mm,validation_residual_mad_mm,validation_residual_p95_abs_mm,validation_positive_fraction,validation_sign_consistency
1617,9,-0.105713379,-0.107942764,0.075694353,0.064309017,0.215624490,0.000000000,1.000000000,2,-0.136887370,-0.136887370,0.068883120,0.048707721,0.180724319,0.000000000,1.000000000
1618,9,-0.103033159,-0.107422425,0.074588149,0.070871506,0.211278526,0.000000000,1.000000000,2,-0.131446704,-0.131446704,0.069973489,0.049478728,0.175977559,0.000000000,1.000000000
1619,9,-0.098919629,-0.105602453,0.070278900,0.065797428,0.200882423,0.000000000,1.000000000,2,-0.117666106,-0.117666106,0.050674579,0.035832338,0.149915211,0.000000000,1.000000000
1620,9,-0.093397854,-0.104896377,0.065933976,0.053381373,0.193256414,0.000000000,1.000000000,2,-0.105774769,-0.105774769,0.028760724,0.020336903,0.124077981,0.000000000,1.000000000
1621,9,-0.091706894,-0.104727921,0.063952750,0.050386055,0.189460827,0.000000000,1.000000000,2,-0.099443374,-0.099443374,0.015748533,0.011135894,0.109465678,0.000000000,1.000000000
1622,9,-0.094526927,-0.104586906,0.064879365,0.049568488,0.188248618,0.000000000,1.000000000,2,-0.098643879,-0.098643879,0.014380610,0.010168627,0.107795643,0.000000000,1.000000000
1623,9,-0.094688602,-0.104894727,0.066520423,0.051666456,0.191323671,0.000000000,1.000000000,2,-0.100955445,-0.100955445,0.017491356,0.012368256,0.112086876,0.000000000,1.000000000
1624,9,-0.098156400,-0.104265357,0.068618502,0.047371458,0.195644393,0.000000000,1.000000000,2,-0.105287451,-0.105287451,0.019316671,0.013658949,0.117580505,0.000000000,1.000000000
1625,9,-0.098668254,-0.101058197,0.070956580,0.059700086,0.201045226,0.000000000,1.000000000,2,-0.112471765,-0.112471765,0.018847638,0.013327292,0.124466329,0.000000000,1.000000000
1626,9,-0.083461729,-0.096905633,0.071602225,0.054587141,0.203063511,0.000000000,1.000000000,2,-0.123955204,-0.123955204,0.018057819,0.012768806,0.135447130,0.000000000,1.000000000
1627,9,-0.075241683,-0.093321370,0.071078704,0.044318355,0.198215970,0.000000000,1.000000000,2,-0.136282847,-0.136282847,0.020762848,0.014681551,0.149496243,0.000000000,1.000000000
1628,9,-0.082978337,-0.090700006,0.071258120,0.059601147,0.187567712,0.000000000,1.000000000,2,-0.140435372,-0.140435372,0.033897485,0.023969142,0.162007600,0.000000000,1.000000000
1629,9,-0.086197504,-0.086311750,0.075114657,0.079301964,0.173747898,0.111111111,0.888888889,2,-0.133424828,-0.133424828,0.050930804,0.036013517,0.165836994,0.000000000,1.000000000
1630,9,-0.083885798,-0.080586902,0.083341368,0.062057571,0.172196954,0.111111111,0.888888889,2,-0.119791846,-0.119791846,0.056405257,0.039884540,0.155687932,0.000000000,1.000000000
1631,9,-0.083231615,-0.079655545,0.085874008,0.066501865,0.171504625,0.111111111,0.888888889,2,-0.110657012,-0.110657012,0.046637936,0.032978001,0.140337213,0.000000000,1.000000000
1632,8,-0.100152946,-0.102422568,0.061902326,0.063260210,0.174093514,0.000000000,1.000000000,2,-0.111634602,-0.111634602,0.028519454,0.020166299,0.129784271,0.000000000,1.000000000
1633,8,-0.087423036,-0.105549435,0.061029240,0.045154846,0.187031835,0.000000000,1.000000000,2,-0.118631587,-0.118631587,0.013645345,0.009648716,0.127315432,0.000000000,1.000000000
1634,8,-0.081190418,-0.100496084,0.073725587,0.054585975,0.198416241,0.125000000,0.875000000,2,-0.126051661,-0.126051661,0.012898558,0.009120658,0.134260253,0.000000000,1.000000000
1635,9,-0.067282314,-0.079049111,0.100271073,0.085920199,0.202981323,0.222222222,0.777777778,2,-0.130289077,-0.130289077,0.025853321,0.018281059,0.146742030,0.000000000,1.000000000
1636,9,-0.067877893,-0.085052756,0.093652578,0.082704626,0.205767651,0.222222222,0.777777778,2,-0.127758016,-0.127758016,0.035874537,0.025367128,0.150588432,0.000000000,1.000000000
1637,8,-0.096124806,-0.105208519,0.076574325,0.060425677,0.208690220,0.000000000,1.000000000,2,-0.125104864,-0.125104864,0.034960458,0.024720777,0.147353563,0.000000000,1.000000000
1638,8,-0.097422000,-0.106655625,0.072173346,0.052954825,0.208231580,0.000000000,1.000000000,2,-0.130375446,-0.130375446,0.028692433,0.020288614,0.148635199,0.000000000,1.000000000
1639,8,-0.093805443,-0.101954454,0.071314933,0.057211934,0.204073014,0.000000000,1.000000000,2,-0.141531938,-0.141531938,0.021971439,0.015536154,0.155514476,0.000000000,1.000000000
1640,8,-0.098628820,-0.102005659,0.067520427,0.063715641,0.197956045,0.000000000,1.000000000,2,-0.147997727,-0.147997727,0.015759716,0.011143802,0.158027149,0.000000000,1.000000000
1641,8,-0.092050155,-0.103491259,0.061832444,0.046323623,0.192687585,0.000000000,1.000000000,2,-0.143833243,-0.143833243,0.012666947,0.008956884,0.151894439,0.000000000,1.000000000
1642,8,-0.089208936,-0.103369652,0.062063571,0.048459942,0.190536140,0.000000000,1.000000000,2,-0.140410964,-0.140410964,0.014478450,0.010237810,0.149624993,0.000000000,1.000000000
1643,8,-0.090504133,-0.108385695,0.059990818,0.042092713,0.191926695,0.000000000,1.000000000,2,-0.143973267,-0.143973267,0.021867543,0.015462688,0.157889686,0.000000000,1.000000000
1644,8,-0.097587603,-0.115496906,0.057636200,0.037540492,0.196628356,0.000000000,1.000000000,2,-0.145889653,-0.145889653,0.033494551,0.023684224,0.167205455,0.000000000,1.000000000
1645,8,-0.113518611,-0.122402796,0.056662100,0.046637705,0.202659377,0.000000000,1.000000000,2,-0.144510048,-0.144510048,0.040718262,0.028792159,0.170422991,0.000000000,1.000000000
1646,8,-0.121097823,-0.128465507,0.051656009,0.042038045,0.202069267,0.000000000,1.000000000,2,-0.143779810,-0.143779810,0.037260701,0.026347294,0.167492374,0.000000000,1.000000000
1647,8,-0.134530964,-0.131540349,0.048509350,0.034884026,0.193823838,0.000000000,1.000000000,2,-0.147663636,-0.147663636,0.018813842,0.013303395,0.159636692,0.000000000,1.000000000
1648,8,-0.139404729,-0.132233359,0.043915023,0.039000611,0.182492103,0.000000000,1.000000000,2,-0.160458148,-0.160458148,0.014496093,0.010250286,0.169683405,0.000000000,1.000000000
1649,8,-0.138864205,-0.126256491,0.046892875,0.035957570,0.174898737,0.000000000,1.000000000,2,-0.186316317,-0.186316317,0.058991767,0.041713478,0.223858448,0.000000000,1.000000000
1650,8,-0.131745398,-0.123032332,0.046849272,0.044682530,0.180543894,0.000000000,1.000000000,2,-0.215119053,-0.215119053,0.100289342,0.070915274,0.278942800,0.000000000,1.000000000
1651,8,-0.120116643,-0.122523779,0.044941261,0.039791799,0.186085790,0.000000000,1.000000000,2,-0.230276148,-0.230276148,0.116470596,0.082357148,0.304397582,0.000000000,1.000000000
1652,8,-0.119683458,-0.125608854,0.043896576,0.032653812,0.186443390,0.000000000,1.000000000,1,-0.154256278,-0.154256278,0.000000000,0.000000000,0.154256278,0.000000000,1.000000000
1653,8,-0.119725240,-0.121602433,0.050580198,0.034733991,0.184585914,0.000000000,1.000000000,1,-0.157298288,-0.157298288,0.000000000,0.000000000,0.157298288,0.000000000,1.000000000
1654,8,-0.134440747,-0.116022250,0.067020614,0.039597084,0.189287290,0.125000000,0.875000000,1,-0.155908690,-0.155908690,0.000000000,0.000000000,0.155908690,0.000000000,1.000000000
1655,8,-0.140327522,-0.119198289,0.078139205,0.023388818,0.197145407,0.125000000,0.875000000,1,-0.154699123,-0.154699123,0.000000000,0.000000000,0.154699123,0.000000000,1.000000000
1656,7,-0.142454871,-0.142856628,0.061069124,0.029066424,0.208007891,0.000000000,1.000000000,1,-0.151445540,-0.151445540,0.000000000,0.000000000,0.151445540,0.000000000,1.000000000
1657,7,-0.151306523,-0.146115913,0.065477534,0.020763011,0.212516696,0.000000000,1.000000000,1,-0.152155965,-0.152155965,0.000000000,0.000000000,0.152155965,0.000000000,1.000000000
1658,7,-0.146746494,-0.143895801,0.064176919,0.029844859,0.215067439,0.000000000,1.000000000,1,-0.161243132,-0.161243132,0.000000000,0.000000000,0.161243132,0.000000000,1.000000000
1659,7,-0.158516958,-0.144764792,0.061448425,0.045491492,0.215692546,0.000000000,1.000000000,1,-0.168622707,-0.168622707,0.000000000,0.000000000,0.168622707,0.000000000,1.000000000
1660,7,-0.153431958,-0.143393511,0.059637093,0.047823876,0.214555468,0.000000000,1.000000000,1,-0.158302240,-0.158302240,0.000000000,0.000000000,0.158302240,0.000000000,1.000000000
1661,7,-0.141547382,-0.141231267,0.057008832,0.040787201,0.213560705,0.000000000,1.000000000,1,-0.140021218,-0.140021218,0.000000000,0.000000000,0.140021218,0.000000000,1.000000000
1662,7,-0.142058428,-0.142780001,0.056444576,0.048705644,0.213257818,0.000000000,1.000000000,1,-0.136867657,-0.136867657,0.000000000,0.000000000,0.136867657,0.000000000,1.000000000
1663,7,-0.155262858,-0.146940904,0.053810634,0.036903666,0.211005169,0.000000000,1.000000000,1,-0.144603215,-0.144603215,0.000000000,0.000000000,0.144603215,0.000000000,1.000000000
1664,7,-0.157850499,-0.146881577,0.049578292,0.032300391,0.205838273,0.000000000,1.000000000,1,-0.149647847,-0.149647847,0.000000000,0.000000000,0.149647847,0.000000000,1.000000000
1665,7,-0.150969992,-0.145614772,0.046629351,0.035961623,0.200518377,0.000000000,1.000000000,1,-0.145844128,-0.145844128,0.000000000,0.000000000,0.145844128,0.000000000,1.000000000
1666,7,-0.156703451,-0.143654163,0.048659320,0.023633086,0.195198948,0.000000000,1.000000000,1,-0.136492847,-0.136492847,0.000000000,0.000000000,0.136492847,0.000000000,1.000000000
1667,7,-0.148960190,-0.136819862,0.053101006,0.021271720,0.190870008,0.000000000,1.000000000,1,-0.130370843,-0.130370843,0.000000000,0.000000000,0.130370843,0.000000000,1.000000000
1668,7,-0.135824123,-0.135177163,0.057682044,0.038404399,0.193604950,0.000000000,1.000000000,1,-0.150576420,-0.150576420,0.000000000,0.000000000,0.150576420,0.000000000,1.000000000
1669,7,-0.132128475,-0.130975607,0.054649034,0.044263294,0.193365411,0.000000000,1.000000000,1,-0.138076248,-0.138076248,0.000000000,0.000000000,0.138076248,0.000000000,1.000000000
1670,7,-0.130345948,-0.126652308,0.049045079,0.030854450,0.183435580,0.000000000,1.000000000,1,-0.127675737,-0.127675737,0.000000000,0.000000000,0.127675737,0.000000000,1.000000000
1671,7,-0.136936994,-0.125613785,0.045928522,0.024046204,0.175849666,0.000000000,1.000000000,1,-0.125838429,-0.125838429,0.000000000,0.000000000,0.125838429,0.000000000,1.000000000
1672,7,-0.136283732,-0.120674694,0.040898860,0.019256253,0.162007312,0.000000000,1.000000000,2,-0.229135014,-0.229135014,0.136150480,0.096272928,0.315780649,0.000000000,1.000000000
1673,7,-0.126141638,-0.118302098,0.043297049,0.018609902,0.167635121,0.000000000,1.000000000,2,-0.209943302,-0.209943302,0.096855081,0.068486885,0.271581499,0.000000000,1.000000000
1674,7,-0.118412379,-0.115262208,0.046977404,0.032164663,0.166120292,0.000000000,1.000000000,2,-0.151948140,-0.151948140,0.011106010,0.007853135,0.159015961,0.000000000,1.000000000
1675,7,-0.118311997,-0.115376464,0.052036717,0.040489218,0.168410455,0.000000000,1.000000000,2,-0.150590236,-0.150590236,0.003989194,0.002820786,0.153128944,0.000000000,1.000000000
1676,7,-0.127642374,-0.120037090,0.058574337,0.048480343,0.183742729,0.000000000,1.000000000,2,-0.148770418,-0.148770418,0.009669260,0.006837200,0.154923897,0.000000000,1.000000000
1677,7,-0.129884303,-0.123300755,0.059155456,0.050598705,0.192610342,0.000000000,1.000000000,2,-0.140483945,-0.140483945,0.029812739,0.021080790,0.159456656,0.000000000,1.000000000
1678,7,-0.126708964,-0.124698464,0.056186817,0.041856486,0.197388498,0.000000000,1.000000000,2,-0.122482499,-0.122482499,0.035574608,0.025155047,0.145122040,0.000000000,1.000000000
1679,7,-0.129498509,-0.125512413,0.055681432,0.026278572,0.202476478,0.000000000,1.000000000,2,-0.131077937,-0.131077937,0.060589745,0.042843419,0.169637015,0.000000000,1.000000000
1680,7,-0.134531508,-0.125443634,0.053766929,0.038275789,0.200049995,0.000000000,1.000000000,2,-0.133882234,-0.133882234,0.059010563,0.041726770,0.171436326,0.000000000,1.000000000
1681,7,-0.131008332,-0.125212504,0.048788457,0.029590425,0.192456146,0.000000000,1.000000000,2,-0.140702121,-0.140702121,0.051417412,0.036357601,0.173423961,0.000000000,1.000000000
1682,7,-0.134527208,-0.127728293,0.052045592,0.024941997,0.197111322,0.000000000,1.000000000,2,-0.145683763,-0.145683763,0.040310974,0.028504163,0.171337510,0.000000000,1.000000000
1683,7,-0.138766780,-0.124679104,0.056402192,0.017418242,0.187413470,0.000000000,1.000000000,2,-0.146225989,-0.146225989,0.030100473,0.021284249,0.165381812,0.000000000,1.000000000
1684,7,-0.152002886,-0.125175070,0.059426445,0.028876093,0.185332434,0.000000000,1.000000000,2,-0.143573041,-0.143573041,0.021441175,0.015161200,0.157218121,0.000000000,1.000000000
1685,6,-0.156472158,-0.143952081,0.046780660,0.027375783,0.192660662,0.000000000,1.000000000,2,-0.139230011,-0.139230011,0.013446437,0.009508067,0.147787271,0.000000000,1.000000000
1686,6,-0.157194819,-0.142159166,0.052255621,0.031453575,0.193780674,0.000000000,1.000000000,2,-0.136709323,-0.136709323,0.011217981,0.007932310,0.143848402,0.000000000,1.000000000
1687,6,-0.160963776,-0.139475347,0.051500404,0.019781510,0.184812425,0.000000000,1.000000000,2,-0.140159118,-0.140159118,0.016671254,0.011788357,0.150768639,0.000000000,1.000000000
1688,6,-0.158587415,-0.139458127,0.047803566,0.020944105,0.181667785,0.000000000,1.000000000,2,-0.147999220,-0.147999220,0.019486436,0.013778991,0.160400311,0.000000000,1.000000000
1689,6,-0.158528805,-0.142089529,0.048469356,0.024875605,0.192635459,0.000000000,1.000000000,2,-0.157022286,-0.157022286,0.018385592,0.013000576,0.168722805,0.000000000,1.000000000
1690,6,-0.159342905,-0.146302058,0.054362305,0.032699531,0.208360438,0.000000000,1.000000000,2,-0.165468817,-0.165468817,0.021505477,0.015206669,0.179154819,0.000000000,1.000000000
1691,6,-0.163192039,-0.150954811,0.060934108,0.041136342,0.218605119,0.000000000,1.000000000,2,-0.165831917,-0.165831917,0.029129203,0.020597457,0.184369628,0.000000000,1.000000000
1692,6,-0.172231446,-0.154889279,0.066683013,0.042309003,0.216618594,0.000000000,1.000000000,2,-0.156964931,-0.156964931,0.038453743,0.027190903,0.181436744,0.000000000,1.000000000
1693,7,-0.159659091,-0.146531215,0.069702539,0.044618231,0.221149616,0.000000000,1.000000000,2,-0.148446343,-0.148446343,0.043106710,0.030481047,0.175879286,0.000000000,1.000000000
1694,7,-0.162922228,-0.152111682,0.065262607,0.036092572,0.230535525,0.000000000,1.000000000,2,-0.143176365,-0.143176365,0.034432836,0.024347692,0.165089287,0.000000000,1.000000000
1695,7,-0.148035198,-0.152599288,0.054531966,0.048837608,0.224032534,0.000000000,1.000000000,2,-0.147245151,-0.147245151,0.016969647,0.011999352,0.158044569,0.000000000,1.000000000
1696,7,-0.144667960,-0.154071370,0.050815855,0.036631069,0.226457909,0.000000000,1.000000000,2,-0.161249412,-0.161249412,0.000334993,0.000236876,0.161462600,0.000000000,1.000000000
1697,6,-0.153732514,-0.159423829,0.055031911,0.040726310,0.234398559,0.000000000,1.000000000,2,-0.175661076,-0.175661076,0.003802175,0.002688544,0.178080765,0.000000000,1.000000000
1698,6,-0.151936592,-0.154500615,0.050416681,0.039236392,0.221381816,0.000000000,1.000000000,2,-0.181686504,-0.181686504,0.008877421,0.006277285,0.187336060,0.000000000,1.000000000
1699,6,-0.147829971,-0.147853682,0.049919438,0.034717287,0.211706880,0.000000000,1.000000000,2,-0.179239686,-0.179239686,0.030771473,0.021758718,0.198822532,0.000000000,1.000000000
1700,6,-0.143032231,-0.140858333,0.050064647,0.031237161,0.203079031,0.000000000,1.000000000,2,-0.172649956,-0.172649956,0.050971776,0.036042489,0.205088195,0.000000000,1.000000000
1701,6,-0.140892607,-0.134927494,0.049658063,0.031098291,0.194886764,0.000000000,1.000000000,2,-0.167031848,-0.167031848,0.058057628,0.041052943,0.203979496,0.000000000,1.000000000
1702,6,-0.138920422,-0.130344645,0.050579765,0.034499256,0.190755812,0.000000000,1.000000000,2,-0.166256326,-0.166256326,0.051469569,0.036394481,0.199011359,0.000000000,1.000000000
1703,6,-0.133353778,-0.127431473,0.052163131,0.038692755,0.192038938,0.000000000,1.000000000,2,-0.170735233,-0.170735233,0.040597112,0.028706493,0.196571077,0.000000000,1.000000000
1704,6,-0.127918054,-0.128543271,0.052964935,0.043025805,0.197586208,0.000000000,1.000000000,2,-0.176162907,-0.176162907,0.031443032,0.022233581,0.196173130,0.000000000,1.000000000
1705,6,-0.128575718,-0.132909260,0.053073666,0.047918118,0.201938419,0.000000000,1.000000000,2,-0.173991802,-0.173991802,0.023417058,0.016558361,0.188894327,0.000000000,1.000000000
1706,6,-0.137405880,-0.137803795,0.051047357,0.050755178,0.198431069,0.000000000,1.000000000,2,-0.162928207,-0.162928207,0.018244834,0.012901046,0.174539148,0.000000000,1.000000000
1707,6,-0.149666221,-0.143376620,0.046355445,0.041335857,0.191559253,0.000000000,1.000000000,2,-0.150244850,-0.150244850,0.019268306,0.013624750,0.162507125,0.000000000,1.000000000
1708,7,-0.147764705,-0.094688292,0.150485070,0.042100078,0.223923949,0.142857143,0.857142857,2,-0.138828488,-0.138828488,0.025438842,0.017987978,0.155017669,0.000000000,1.000000000
1709,5,-0.148327239,-0.158228363,0.041825694,0.039483077,0.206056397,0.000000000,1.000000000,2,-0.130154901,-0.130154901,0.038635099,0.027319140,0.154742128,0.000000000,1.000000000
1710,5,-0.139042231,-0.161186506,0.052404858,0.036652353,0.225389859,0.000000000,1.000000000,2,-0.136644079,-0.136644079,0.042217856,0.029852532,0.163511359,0.000000000,1.000000000
1711,5,-0.126882695,-0.155147139,0.063493636,0.034805788,0.234825723,0.000000000,1.000000000,2,-0.147602936,-0.147602936,0.039124353,0.027665096,0.172501522,0.000000000,1.000000000
1712,6,-0.108708883,-0.087209734,0.157332033,0.051588977,0.231242327,0.166666667,0.833333333,2,-0.150681503,-0.150681503,0.037722745,0.026674009,0.174688111,0.000000000,1.000000000
1713,6,-0.117112774,-0.088879822,0.140240801,0.050766105,0.213036990,0.166666667,0.833333333,2,-0.146766568,-0.146766568,0.040566145,0.028684596,0.172582705,0.000000000,1.000000000
1714,5,-0.150322192,-0.136157704,0.060201914,0.062349356,0.203535378,0.000000000,1.000000000,2,-0.139461802,-0.139461802,0.045503618,0.032175917,0.168420127,0.000000000,1.000000000
1715,6,-0.099498242,-0.078945487,0.135548098,0.054573815,0.196454839,0.166666667,0.833333333,2,-0.137078753,-0.137078753,0.039784934,0.028132197,0.162397730,0.000000000,1.000000000
1716,6,-0.091878906,-0.068873163,0.140810731,0.056227143,0.197708565,0.166666667,0.833333333,2,-0.142626708,-0.142626708,0.023192790,0.016399779,0.157386509,0.000000000,1.000000000
1717,6,-0.093615979,-0.061292982,0.144902648,0.047444156,0.210010242,0.166666667,0.833333333,2,-0.153192469,-0.153192469,0.007831331,0.005537587,0.158176297,0.000000000,1.000000000
1718,6,-0.100218335,-0.060811388,0.144962741,0.035022577,0.213062536,0.166666667,0.833333333,2,-0.165749950,-0.165749950,0.002532819,0.001790973,0.167361826,0.000000000,1.000000000
1719,6,-0.103215441,-0.066560988,0.141933064,0.036516798,0.205517356,0.166666667,0.833333333,2,-0.176058217,-0.176058217,0.006512705,0.004605178,0.180202877,0.000000000,1.000000000
