v_px,fit_sample_count,fit_residual_median_mm,fit_residual_mean_mm,fit_residual_std_mm,fit_residual_mad_mm,fit_residual_p95_abs_mm,fit_positive_fraction,fit_sign_consistency,validation_sample_count,validation_residual_median_mm,validation_residual_mean_mm,validation_residual_std_mm,validation_residual_mad_mm,validation_residual_p95_abs_mm,validation_positive_fraction,validation_sign_consistency
2372,7,-0.105630235,-0.109308129,0.029077156,0.027255298,0.142248122,0.000000000,1.000000000,1,-0.093100460,-0.093100460,0.000000000,0.000000000,0.093100460,0.000000000,1.000000000
2373,7,-0.096969428,-0.097562721,0.027987260,0.018981030,0.130831736,0.000000000,1.000000000,1,-0.100906173,-0.100906173,0.000000000,0.000000000,0.100906173,0.000000000,1.000000000
2374,7,-0.098086091,-0.097924729,0.024471471,0.008812389,0.124292770,0.000000000,1.000000000,1,-0.121830033,-0.121830033,0.000000000,0.000000000,0.121830033,0.000000000,1.000000000
2375,7,-0.102779959,-0.093557827,0.030780588,0.014983909,0.118818928,0.000000000,1.000000000,1,-0.117256371,-0.117256371,0.000000000,0.000000000,0.117256371,0.000000000,1.000000000
2376,7,-0.097851336,-0.091306717,0.036419175,0.010534287,0.120807399,0.000000000,1.000000000,1,-0.124690498,-0.124690498,0.000000000,0.000000000,0.124690498,0.000000000,1.000000000
2377,7,-0.105036520,-0.095309382,0.041121564,0.014395203,0.130080211,0.000000000,1.000000000,1,-0.122787930,-0.122787930,0.000000000,0.000000000,0.122787930,0.000000000,1.000000000
2378,7,-0.102375617,-0.093181831,0.041945771,0.012734200,0.136624955,0.000000000,1.000000000,1,-0.111696721,-0.111696721,0.000000000,0.000000000,0.111696721,0.000000000,1.000000000
2379,7,-0.098269094,-0.094914263,0.042121014,0.019403157,0.145129818,0.000000000,1.000000000,1,-0.126432740,-0.126432740,0.000000000,0.000000000,0.126432740,0.000000000,1.000000000
2380,7,-0.088686452,-0.095234509,0.039946653,0.017651418,0.146737384,0.000000000,1.000000000,1,-0.119472645,-0.119472645,0.000000000,0.000000000,0.119472645,0.000000000,1.000000000
2381,7,-0.093085031,-0.093975182,0.037298833,0.021786615,0.142285063,0.000000000,1.000000000,1,-0.113949159,-0.113949159,0.000000000,0.000000000,0.113949159,0.000000000,1.000000000
2382,7,-0.079231899,-0.090395314,0.040057792,0.033139764,0.141358187,0.000000000,1.000000000,1,-0.111034257,-0.111034257,0.000000000,0.000000000,0.111034257,0.000000000,1.000000000
2383,7,-0.085938597,-0.088376476,0.041812036,0.025257669,0.137511051,0.000000000,1.000000000,1,-0.107334331,-0.107334331,0.000000000,0.000000000,0.107334331,0.000000000,1.000000000
2384,7,-0.094874110,-0.092513540,0.041803742,0.021591655,0.135238975,0.000000000,1.000000000,1,-0.102277831,-0.102277831,0.000000000,0.000000000,0.102277831,0.000000000,1.000000000
2385,7,-0.110285173,-0.098517672,0.042928733,0.021751304,0.141878713,0.000000000,1.000000000,1,-0.103570438,-0.103570438,0.000000000,0.000000000,0.103570438,0.000000000,1.000000000
2386,7,-0.100963549,-0.096929821,0.040208197,0.020567464,0.135735346,0.000000000,1.000000000,1,-0.117979096,-0.117979096,0.000000000,0.000000000,0.117979096,0.000000000,1.000000000
2387,7,-0.097119644,-0.093541392,0.037874595,0.017022177,0.130868519,0.000000000,1.000000000,1,-0.135330391,-0.135330391,0.000000000,0.000000000,0.135330391,0.000000000,1.000000000
2388,7,-0.097015258,-0.091024752,0.039297932,0.023758971,0.132933965,0.000000000,1.000000000,1,-0.140941827,-0.140941827,0.000000000,0.000000000,0.140941827,0.000000000,1.000000000
2389,7,-0.083590095,-0.088774777,0.043176704,0.025510088,0.136831523,0.000000000,1.000000000,1,-0.132536135,-0.132536135,0.000000000,0.000000000,0.132536135,0.000000000,1.000000000
2390,7,-0.080383739,-0.083906611,0.042830156,0.012355480,0.136498858,0.000000000,1.000000000,1,-0.120036367,-0.120036367,0.000000000,0.000000000,0.120036367,0.000000000,1.000000000
2391,7,-0.082931293,-0.083458737,0.043451786,0.013500184,0.139515742,0.000000000,1.000000000,1,-0.111663858,-0.111663858,0.000000000,0.000000000,0.111663858,0.000000000,1.000000000
2392,7,-0.097671001,-0.090066127,0.048094190,0.027656343,0.150201573,0.000000000,1.000000000,1,-0.113628674,-0.113628674,0.000000000,0.000000000,0.113628674,0.000000000,1.000000000
2393,7,-0.103578009,-0.098708227,0.053990485,0.034605891,0.165687781,0.000000000,1.000000000,1,-0.118658923,-0.118658923,0.000000000,0.000000000,0.118658923,0.000000000,1.000000000
2394,7,-0.104250861,-0.102599073,0.055768529,0.039397616,0.173410410,0.000000000,1.000000000,1,-0.117505112,-0.117505112,0.000000000,0.000000000,0.117505112,0.000000000,1.000000000
2395,7,-0.100812449,-0.098715591,0.050089960,0.026933736,0.161171340,0.000000000,1.000000000,1,-0.114459520,-0.114459520,0.000000000,0.000000000,0.114459520,0.000000000,1.000000000
2396,7,-0.094094363,-0.091280637,0.038455742,0.021328474,0.136072456,0.000000000,1.000000000,1,-0.122258162,-0.122258162,0.000000000,0.000000000,0.122258162,0.000000000,1.000000000
2397,7,-0.091957004,-0.088657097,0.031724520,0.012409608,0.127401570,0.000000000,1.000000000,1,-0.140093027,-0.140093027,0.000000000,0.000000000,0.140093027,0.000000000,1.000000000
2398,7,-0.089467152,-0.086147589,0.021802226,0.010689677,0.112230963,0.000000000,1.000000000,1,-0.156605233,-0.156605233,0.000000000,0.000000000,0.156605233,0.000000000,1.000000000
2399,7,-0.091727071,-0.087532418,0.015322708,0.002065937,0.103758784,0.000000000,1.000000000,1,-0.164214459,-0.164214459,0.000000000,0.000000000,0.164214459,0.000000000,1.000000000
2400,7,-0.089914540,-0.090225210,0.017430065,0.008835374,0.108297525,0.000000000,1.000000000,1,-0.161851711,-0.161851711,0.000000000,0.000000000,0.161851711,0.000000000,1.000000000
2401,7,-0.093553504,-0.090205756,0.024023304,0.011337515,0.114042785,0.000000000,1.000000000,1,-0.149863394,-0.149863394,0.000000000,0.000000000,0.149863394,0.000000000,1.000000000
2402,7,-0.092950142,-0.088136490,0.029171411,0.011108760,0.120169057,0.000000000,1.000000000,1,-0.128692242,-0.128692242,0.000000000,0.000000000,0.128692242,0.000000000,1.000000000
2403,8,-0.081194063,-0.078567011,0.044402759,0.027284931,0.129457248,0.000000000,1.000000000,1,-0.105898203,-0.105898203,0.000000000,0.000000000,0.105898203,0.000000000,1.000000000
2404,7,-0.085619688,-0.098007114,0.039182684,0.023859184,0.147905352,0.000000000,1.000000000,1,-0.091054621,-0.091054621,0.000000000,0.000000000,0.091054621,0.000000000,1.000000000
2405,7,-0.098254885,-0.106942017,0.039239856,0.024713979,0.154510508,0.000000000,1.000000000,1,-0.087193489,-0.087193489,0.000000000,0.000000000,0.087193489,0.000000000,1.000000000
2406,7,-0.104887265,-0.108898848,0.035204258,0.021138287,0.148051805,0.000000000,1.000000000,1,-0.090542294,-0.090542294,0.000000000,0.000000000,0.090542294,0.000000000,1.000000000
2407,7,-0.101920272,-0.106011145,0.034268170,0.002356702,0.148621423,0.000000000,1.000000000,1,-0.099538375,-0.099538375,0.000000000,0.000000000,0.099538375,0.000000000,1.000000000
2408,7,-0.098299103,-0.099935802,0.032187646,0.012952208,0.142645007,0.000000000,1.000000000,1,-0.110052015,-0.110052015,0.000000000,0.000000000,0.110052015,0.000000000,1.000000000
2409,7,-0.092194474,-0.092839119,0.027031201,0.009096993,0.127801735,0.000000000,1.000000000,1,-0.113911636,-0.113911636,0.000000000,0.000000000,0.113911636,0.000000000,1.000000000
2410,7,-0.091936452,-0.088830795,0.025588211,0.021534313,0.115753547,0.000000000,1.000000000,1,-0.112484402,-0.112484402,0.000000000,0.000000000,0.112484402,0.000000000,1.000000000
2411,7,-0.102899497,-0.089218605,0.031701569,0.010901622,0.117165689,0.000000000,1.000000000,1,-0.113511608,-0.113511608,0.000000000,0.000000000,0.113511608,0.000000000,1.000000000
2412,7,-0.099683010,-0.089908727,0.041651391,0.023829927,0.125066570,0.000000000,1.000000000,2,-0.088043864,-0.088043864,0.044624655,0.031554396,0.116442821,0.000000000,1.000000000
2413,7,-0.096301216,-0.087794096,0.049966153,0.033686880,0.136920151,0.142857143,0.857142857,2,-0.109446249,-0.109446249,0.019695545,0.013926853,0.121980417,0.000000000,1.000000000
2414,7,-0.081867605,-0.085141537,0.054597837,0.035623873,0.143309398,0.142857143,0.857142857,2,-0.123323859,-0.123323859,0.004654242,0.003291046,0.126285800,0.000000000,1.000000000
2415,7,-0.068834589,-0.083464208,0.055947002,0.055645508,0.141183849,0.142857143,0.857142857,2,-0.123666184,-0.123666184,0.012090152,0.008549029,0.131360309,0.000000000,1.000000000
2416,7,-0.087579263,-0.083071965,0.055104841,0.031957631,0.139247554,0.142857143,0.857142857,2,-0.124649771,-0.124649771,0.015436200,0.010915042,0.134473309,0.000000000,1.000000000
2417,7,-0.106172544,-0.086795307,0.052978212,0.023548423,0.142777545,0.142857143,0.857142857,2,-0.124398373,-0.124398373,0.016931453,0.011972345,0.135173483,0.000000000,1.000000000
2418,7,-0.109884109,-0.094322778,0.051736848,0.012650622,0.149475128,0.000000000,1.000000000,2,-0.122896729,-0.122896729,0.016812798,0.011888443,0.133596328,0.000000000,1.000000000
2419,8,-0.106407008,-0.092698434,0.053076741,0.042740572,0.153387349,0.000000000,1.000000000,2,-0.124669216,-0.124669216,0.016689355,0.011801156,0.135290257,0.000000000,1.000000000
2420,7,-0.114242313,-0.102785751,0.045625488,0.027114300,0.152331232,0.000000000,1.000000000,2,-0.130596597,-0.130596597,0.015776609,0.011155747,0.140636769,0.000000000,1.000000000
2421,7,-0.114443525,-0.099689223,0.039374840,0.033183996,0.142661481,0.000000000,1.000000000,3,-0.125611670,-0.117274337,0.029361141,0.015953501,0.139969821,0.000000000,1.000000000
2422,7,-0.101833488,-0.095012112,0.036128101,0.031320307,0.134248436,0.000000000,1.000000000,3,-0.130452067,-0.123888835,0.014410242,0.003397058,0.133509420,0.000000000,1.000000000
2423,7,-0.093722475,-0.091627077,0.033473660,0.026630380,0.128059795,0.000000000,1.000000000,3,-0.137701342,-0.137181312,0.009484127,0.008693383,0.145525386,0.000000000,1.000000000
2424,7,-0.092832580,-0.091008578,0.031015353,0.024537834,0.119964970,0.000000000,1.000000000,3,-0.147733709,-0.151246407,0.027478890,0.022040935,0.177054835,0.000000000,1.000000000
2425,7,-0.088595289,-0.090895898,0.031796661,0.017080626,0.123489842,0.000000000,1.000000000,3,-0.155792804,-0.157775555,0.032955327,0.029936437,0.188089023,0.000000000,1.000000000
2426,8,-0.098084400,-0.099984187,0.046371565,0.020015183,0.159654567,0.000000000,1.000000000,3,-0.154444145,-0.158558565,0.033492313,0.027130601,0.189970622,0.000000000,1.000000000
2427,7,-0.106566597,-0.086845341,0.043944537,0.016220558,0.122459164,0.142857143,0.857142857,3,-0.136578333,-0.152207860,0.035191987,0.009040542,0.186914543,0.000000000,1.000000000
2428,7,-0.100192984,-0.088923445,0.045966442,0.021068123,0.125465504,0.142857143,0.857142857,3,-0.130341769,-0.139761597,0.037714451,0.022691854,0.176197973,0.000000000,1.000000000
2429,6,-0.109686249,-0.096766994,0.046907600,0.023932242,0.133696172,0.000000000,1.000000000,3,-0.138474919,-0.127049478,0.037817852,0.019362310,0.155900997,0.000000000,1.000000000
2430,6,-0.117951333,-0.100386808,0.046706654,0.019788780,0.139643581,0.000000000,1.000000000,3,-0.135520684,-0.123374001,0.035261468,0.015435802,0.149412906,0.000000000,1.000000000
2431,6,-0.113969005,-0.098343124,0.051003372,0.029170829,0.147570808,0.000000000,1.000000000,3,-0.125087042,-0.127513548,0.032156940,0.028448445,0.157242208,0.000000000,1.000000000
2432,6,-0.099903384,-0.090041416,0.058732560,0.038149937,0.153287914,0.166666667,0.833333333,3,-0.125744320,-0.128562729,0.030032476,0.025705512,0.156488985,0.000000000,1.000000000
2433,6,-0.080734242,-0.078326098,0.063767360,0.036861625,0.151455824,0.166666667,0.833333333,3,-0.135314479,-0.128558163,0.039044792,0.028469411,0.160936949,0.000000000,1.000000000
2434,6,-0.068625953,-0.072825471,0.058437454,0.037505907,0.142741449,0.166666667,0.833333333,3,-0.152441752,-0.132876004,0.050447181,0.018167733,0.168792712,0.000000000,1.000000000
2435,7,-0.091905720,-0.059149712,0.105249044,0.045191457,0.154342497,0.142857143,0.857142857,3,-0.167000979,-0.140166655,0.052699449,0.007047257,0.173343510,0.000000000,1.000000000
2436,5,-0.091254849,-0.083622617,0.039468366,0.020317704,0.119175774,0.000000000,1.000000000,3,-0.167710088,-0.146102830,0.041760355,0.004922369,0.172140220,0.000000000,1.000000000
2437,5,-0.089400398,-0.083180787,0.030440397,0.014860197,0.106975070,0.000000000,1.000000000,3,-0.155175905,-0.149254176,0.023628978,0.014183148,0.167940739,0.000000000,1.000000000
2438,5,-0.094957676,-0.082640725,0.030860964,0.012154921,0.107065215,0.000000000,1.000000000,3,-0.140772024,-0.149198504,0.017137723,0.002866647,0.166103501,0.000000000,1.000000000
2439,5,-0.098846112,-0.084816567,0.036675944,0.018149336,0.115819075,0.000000000,1.000000000,3,-0.144993404,-0.148306632,0.022765907,0.017614520,0.169792188,0.000000000,1.000000000
2440,5,-0.106240102,-0.088424329,0.038125386,0.011891832,0.116724190,0.000000000,1.000000000,3,-0.142822764,-0.146212433,0.024766608,0.019507516,0.169531636,0.000000000,1.000000000
2441,6,-0.099221434,-0.103364955,0.046255416,0.012533956,0.160693054,0.000000000,1.000000000,3,-0.138998207,-0.139871729,0.020678271,0.019354146,0.158775447,0.000000000,1.000000000
2442,6,-0.092854828,-0.092333031,0.032249730,0.017667464,0.129804333,0.000000000,1.000000000,3,-0.135320584,-0.131996277,0.013775897,0.008485253,0.142957312,0.000000000,1.000000000
2443,6,-0.084986132,-0.080332920,0.021130234,0.014332209,0.099807249,0.000000000,1.000000000,3,-0.126609703,-0.125834380,0.005252794,0.004046719,0.130251749,0.000000000,1.000000000
2444,6,-0.079756900,-0.047841665,0.098154353,0.017518696,0.140196094,0.166666667,0.833333333,3,-0.123284253,-0.123514138,0.007128441,0.006780833,0.130007691,0.000000000,1.000000000
2445,5,-0.094717107,-0.095043016,0.026391066,0.007913262,0.126412235,0.000000000,1.000000000,3,-0.122036062,-0.125680100,0.011189843,0.005269553,0.136617563,0.000000000,1.000000000
2446,5,-0.098095914,-0.100746066,0.028792440,0.009707161,0.134431556,0.000000000,1.000000000,3,-0.138305434,-0.130566297,0.013649040,0.000281442,0.138558732,0.000000000,1.000000000
2447,5,-0.095861405,-0.099479882,0.030271529,0.015731465,0.136534186,0.000000000,1.000000000,3,-0.134426580,-0.135766402,0.018539911,0.016493832,0.152888550,0.000000000,1.000000000
2448,5,-0.091388904,-0.092308764,0.030197884,0.024625075,0.129203065,0.000000000,1.000000000,3,-0.132014652,-0.141531524,0.020064881,0.004018714,0.161327051,0.000000000,1.000000000
2449,5,-0.092232920,-0.083218375,0.025593923,0.022987723,0.111069812,0.000000000,1.000000000,3,-0.147011217,-0.150310077,0.014743944,0.009516219,0.164482736,0.000000000,1.000000000
2450,5,-0.076689434,-0.076139897,0.020092987,0.018464267,0.096283629,0.000000000,1.000000000,3,-0.162125915,-0.158736011,0.010304331,0.004792423,0.166439095,0.000000000,1.000000000
2451,5,-0.062605250,-0.072440448,0.021096478,0.011286040,0.098187168,0.000000000,1.000000000,3,-0.152322610,-0.158196174,0.011412053,0.001405371,0.169446068,0.000000000,1.000000000
2452,5,-0.068358124,-0.073733363,0.030201903,0.024410080,0.107631461,0.000000000,1.000000000,3,-0.148344720,-0.147665527,0.006549763,0.005504508,0.153298777,0.000000000,1.000000000
2453,5,-0.077769717,-0.080246644,0.041737750,0.042936755,0.122560078,0.000000000,1.000000000,3,-0.133178560,-0.136001887,0.009678937,0.005130021,0.145418562,0.000000000,1.000000000
2454,5,-0.090167664,-0.090291024,0.046364324,0.039952930,0.134516377,0.000000000,1.000000000,3,-0.133808592,-0.131075370,0.022495453,0.018270740,0.150252258,0.000000000,1.000000000
2455,5,-0.099149099,-0.098309304,0.042482904,0.026951593,0.137350019,0.000000000,1.000000000,3,-0.144915959,-0.134580485,0.034555965,0.017873400,0.161002019,0.000000000,1.000000000
2456,6,-0.098920479,-0.078089964,0.065281812,0.031303748,0.135995319,0.166666667,0.833333333,3,-0.163531751,-0.143585882,0.043597013,0.010110200,0.172630931,0.000000000,1.000000000
2457,5,-0.093323866,-0.105550540,0.030065318,0.016658565,0.143658621,0.000000000,1.000000000,3,-0.179909170,-0.157283926,0.045861863,0.007527593,0.186684003,0.000000000,1.000000000
2458,6,-0.095641368,-0.098707588,0.046175371,0.033784057,0.155279244,0.000000000,1.000000000,3,-0.184516071,-0.167106513,0.043677906,0.014878833,0.197907021,0.000000000,1.000000000
2459,5,-0.115530118,-0.118389612,0.041395006,0.025944938,0.167585771,0.000000000,1.000000000,3,-0.181270091,-0.164690122,0.041210367,0.013758052,0.193652338,0.000000000,1.000000000
2460,5,-0.116581424,-0.124208514,0.035875213,0.025968575,0.168275333,0.000000000,1.000000000,3,-0.170472448,-0.152555339,0.037810374,0.007604147,0.177316181,0.000000000,1.000000000
2461,5,-0.120012107,-0.124131191,0.024174685,0.018561478,0.152931507,0.000000000,1.000000000,3,-0.142702722,-0.140424592,0.038308486,0.034840455,0.174059131,0.000000000,1.000000000
2462,5,-0.122109423,-0.115355660,0.015457994,0.006595705,0.128588228,0.000000000,1.000000000,3,-0.131010307,-0.136301418,0.039501170,0.031297829,0.173464352,0.000000000,1.000000000
2463,5,-0.111556328,-0.105760268,0.017260585,0.009478291,0.120949164,0.000000000,1.000000000,3,-0.135027857,-0.138401011,0.032857053,0.027667204,0.169035857,0.000000000,1.000000000
2464,5,-0.096506761,-0.103522400,0.026546685,0.024756066,0.134808051,0.000000000,1.000000000,3,-0.135472157,-0.137800381,0.019978035,0.016383691,0.156503683,0.000000000,1.000000000
2465,5,-0.090623740,-0.107902641,0.037521408,0.013879669,0.154998853,0.000000000,1.000000000,3,-0.132503985,-0.135822275,0.006139341,0.000447805,0.141866392,0.000000000,1.000000000
2466,5,-0.098839812,-0.110801286,0.047467849,0.046099436,0.166097232,0.000000000,1.000000000,3,-0.134878579,-0.135888496,0.006904352,0.005333858,0.142405826,0.000000000,1.000000000
2467,5,-0.113404131,-0.110841749,0.045150492,0.030273136,0.159635483,0.000000000,1.000000000,3,-0.141072805,-0.135453022,0.012839928,0.003452130,0.144179722,0.000000000,1.000000000
2468,5,-0.127525105,-0.105443411,0.041631583,0.018647837,0.142896084,0.000000000,1.000000000,3,-0.137077829,-0.134768055,0.013073137,0.009454535,0.145586911,0.000000000,1.000000000
2469,5,-0.107700201,-0.101001420,0.031547740,0.025199046,0.131511296,0.000000000,1.000000000,3,-0.131037085,-0.138233639,0.013811458,0.001530492,0.151845223,0.000000000,1.000000000
2470,5,-0.095257223,-0.096949107,0.024016050,0.017669304,0.121832822,0.000000000,1.000000000,3,-0.143054961,-0.144557420,0.018073402,0.015772815,0.161307134,0.000000000,1.000000000
2471,5,-0.085214434,-0.087729553,0.022681126,0.021333517,0.109483061,0.000000000,1.000000000,3,-0.149886645,-0.146991522,0.019446131,0.014941135,0.163333667,0.000000000,1.000000000
2472,5,-0.089409571,-0.083398602,0.029845738,0.019826170,0.111469945,0.000000000,1.000000000,3,-0.151825390,-0.143505482,0.019251026,0.005371926,0.156660124,0.000000000,1.000000000
2473,5,-0.094401494,-0.086423319,0.040124819,0.019356210,0.125855818,0.000000000,1.000000000,3,-0.145201130,-0.136803687,0.022369436,0.008558123,0.152903441,0.000000000,1.000000000
2474,5,-0.087031510,-0.086371411,0.043887095,0.033764879,0.124417600,0.000000000,1.000000000,3,-0.125963689,-0.136265917,0.022255266,0.004935256,0.158221435,0.000000000,1.000000000
2475,5,-0.102317963,-0.091085099,0.045073712,0.018836949,0.128187751,0.000000000,1.000000000,3,-0.109277798,-0.126950655,0.041708874,0.012289977,0.168055491,0.000000000,1.000000000
2476,5,-0.099127282,-0.091352770,0.044211862,0.026403840,0.132218497,0.000000000,1.000000000,3,-0.103212449,-0.118838603,0.057652277,0.032602295,0.174745129,0.000000000,1.000000000
2477,5,-0.087820515,-0.089130377,0.036936901,0.035453485,0.125338315,0.000000000,1.000000000,3,-0.099551667,-0.118046128,0.059350284,0.029406559,0.175952613,0.000000000,1.000000000
2478,5,-0.080197390,-0.093936157,0.032568139,0.020891778,0.129196376,0.000000000,1.000000000,3,-0.098247888,-0.122103579,0.049808246,0.009537993,0.171242446,0.000000000,1.000000000
2479,5,-0.093001278,-0.103562536,0.035106836,0.034284155,0.139934179,0.000000000,1.000000000,3,-0.105342874,-0.125230306,0.036647632,0.002517213,0.161304432,0.000000000,1.000000000
2480,6,-0.094275028,-0.074547466,0.075255385,0.037045183,0.138748494,0.166666667,0.833333333,3,-0.117305679,-0.128181373,0.025156647,0.007013405,0.152982116,0.000000000,1.000000000
2481,6,-0.093079963,-0.077357521,0.071341037,0.031597614,0.137144246,0.166666667,0.833333333,3,-0.139157329,-0.134080600,0.023057665,0.015019527,0.152674903,0.000000000,1.000000000
2482,6,-0.098388486,-0.081223541,0.065210265,0.021146833,0.137310420,0.166666667,0.833333333,3,-0.134771494,-0.134081984,0.024729923,0.023688447,0.156091096,0.000000000,1.000000000
2483,6,-0.102545879,-0.083153761,0.058841035,0.026965156,0.135385709,0.166666667,0.833333333,3,-0.141690636,-0.137635568,0.027002748,0.020690812,0.160312367,0.000000000,1.000000000
2484,6,-0.098378283,-0.087912641,0.060125675,0.039099738,0.150931519,0.166666667,0.833333333,3,-0.131831478,-0.133110855,0.028904950,0.026964641,0.159553974,0.000000000,1.000000000
2485,6,-0.097198957,-0.088713245,0.057714782,0.041108890,0.148317830,0.166666667,0.833333333,3,-0.133907477,-0.134489032,0.029142525,0.028265839,0.160916932,0.000000000,1.000000000
2486,6,-0.093047871,-0.091137789,0.052656259,0.034116603,0.151092211,0.000000000,1.000000000,3,-0.118249350,-0.132121064,0.029801688,0.006465533,0.161521958,0.000000000,1.000000000
2487,6,-0.097333700,-0.098018753,0.046289490,0.022149527,0.154313058,0.000000000,1.000000000,3,-0.136184656,-0.130918659,0.034348210,0.026145116,0.159715260,0.000000000,1.000000000
2488,6,-0.101996694,-0.103837142,0.043736407,0.026554133,0.156890325,0.000000000,1.000000000,3,-0.149713351,-0.127193629,0.039790378,0.000903567,0.150526560,0.000000000,1.000000000
2489,6,-0.103057027,-0.096239420,0.045751126,0.029150502,0.148776465,0.000000000,1.000000000,3,-0.135630027,-0.124056415,0.039177917,0.020513687,0.154092346,0.000000000,1.000000000
2490,6,-0.099207483,-0.086341837,0.053646170,0.036747604,0.142849745,0.000000000,1.000000000,3,-0.124766779,-0.122601353,0.028183157,0.024872557,0.147152080,0.000000000,1.000000000
2491,6,-0.093767102,-0.081025197,0.060748119,0.045778502,0.140009778,0.000000000,1.000000000,3,-0.122882130,-0.122390902,0.013429180,0.012685598,0.134299168,0.000000000,1.000000000
2492,6,-0.091201923,-0.077543724,0.061724254,0.044477161,0.139197426,0.000000000,1.000000000,3,-0.121118083,-0.124264042,0.011033657,0.005973058,0.134987925,0.000000000,1.000000000
2493,6,-0.090786010,-0.078969502,0.062084678,0.047336921,0.143594242,0.000000000,1.000000000,3,-0.117710140,-0.131191892,0.026658611,0.003743251,0.157479795,0.000000000,1.000000000
2494,6,-0.093132903,-0.083484581,0.060349492,0.049130423,0.147560348,0.000000000,1.000000000,3,-0.132593663,-0.144368044,0.037163886,0.018076048,0.180652933,0.000000000,1.000000000
2495,6,-0.100912226,-0.090649806,0.058326019,0.040728603,0.148249924,0.166666667,0.833333333,3,-0.145558784,-0.155218249,0.037253073,0.021812490,0.191270581,0.000000000,1.000000000
2496,6,-0.106235672,-0.099432295,0.056274292,0.030716363,0.153429315,0.166666667,0.833333333,3,-0.145125548,-0.158354675,0.029381976,0.007212605,0.187335537,0.000000000,1.000000000
2497,6,-0.102568139,-0.099411308,0.046020501,0.024694363,0.144273152,0.000000000,1.000000000,3,-0.153937752,-0.155080492,0.023339061,0.021603961,0.176466713,0.000000000,1.000000000
2498,6,-0.094256625,-0.097532137,0.038096420,0.028466759,0.140588452,0.000000000,1.000000000,3,-0.165153473,-0.150922077,0.025269588,0.000713109,0.165795272,0.000000000,1.000000000
2499,6,-0.084505322,-0.096852986,0.039923039,0.023271374,0.148453007,0.000000000,1.000000000,3,-0.158597674,-0.149859036,0.017224302,0.002364720,0.160725922,0.000000000,1.000000000
2500,6,-0.080628281,-0.094449540,0.046952237,0.028418074,0.157963261,0.000000000,1.000000000,3,-0.148455663,-0.149653746,0.010567149,0.008718963,0.159537553,0.000000000,1.000000000
2501,6,-0.083992159,-0.088970164,0.051470580,0.044871210,0.152929097,0.000000000,1.000000000,3,-0.159623111,-0.145806830,0.025136087,0.001381137,0.160866134,0.000000000,1.000000000
2502,6,-0.092179415,-0.086943734,0.056712097,0.054250842,0.149622238,0.000000000,1.000000000,3,-0.149351008,-0.135798521,0.028858380,0.006035141,0.154782634,0.000000000,1.000000000
2503,6,-0.102169294,-0.092027182,0.063348216,0.054706262,0.159874115,0.000000000,1.000000000,3,-0.126996125,-0.120105031,0.016421674,0.004962247,0.131462147,0.000000000,1.000000000
2504,6,-0.108267346,-0.097678129,0.069667054,0.061280264,0.171138746,0.000000000,1.000000000,3,-0.127153476,-0.122953139,0.009729988,0.002723936,0.129605018,0.000000000,1.000000000
2505,6,-0.109222002,-0.099065491,0.072063453,0.064215391,0.178491423,0.000000000,1.000000000,3,-0.121914930,-0.123640961,0.003024998,0.000040824,0.126611956,0.000000000,1.000000000
2506,6,-0.106015122,-0.097241815,0.069873743,0.056690761,0.180595404,0.000000000,1.000000000,3,-0.131855464,-0.128608443,0.007150055,0.001703349,0.133388479,0.000000000,1.000000000
2507,6,-0.099610840,-0.095511461,0.067757536,0.034127305,0.178674579,0.166666667,0.833333333,3,-0.137521002,-0.130726085,0.012549823,0.000892292,0.138324065,0.000000000,1.000000000
2508,6,-0.093566075,-0.095396909,0.069008361,0.018375076,0.177707213,0.166666667,0.833333333,3,-0.140683076,-0.139473775,0.023467458,0.021630128,0.160150190,0.000000000,1.000000000
2509,6,-0.103463013,-0.098374982,0.071412623,0.026500629,0.180038895,0.166666667,0.833333333,3,-0.144203724,-0.143326574,0.026861387,0.025534919,0.167185151,0.000000000,1.000000000
2510,7,-0.095929197,-0.087911679,0.073914149,0.042505535,0.178196689,0.142857143,0.857142857,3,-0.144305414,-0.140967453,0.020307704,0.015093962,0.157889980,0.000000000,1.000000000
2511,7,-0.093980368,-0.088947437,0.066647582,0.044397255,0.171692199,0.142857143,0.857142857,3,-0.136190787,-0.133365926,0.004954996,0.000071665,0.136255285,0.000000000,1.000000000
2512,7,-0.091485787,-0.090601695,0.057342139,0.044006860,0.162751948,0.000000000,1.000000000,3,-0.129894285,-0.131104449,0.002989663,0.000984703,0.134047960,0.000000000,1.000000000
2513,7,-0.094788759,-0.093360646,0.049346631,0.035391041,0.156496360,0.000000000,1.000000000,3,-0.131600207,-0.125279706,0.013625905,0.002997379,0.134297848,0.000000000,1.000000000
2514,7,-0.092901024,-0.093620885,0.046857540,0.018340045,0.155761153,0.000000000,1.000000000,3,-0.119901499,-0.125275052,0.022542820,0.013996925,0.147007324,0.000000000,1.000000000
2515,7,-0.090170121,-0.091053192,0.049384491,0.020320879,0.159191683,0.000000000,1.000000000,3,-0.117162810,-0.129125512,0.028872392,0.009005627,0.157567171,0.000000000,1.000000000
2516,7,-0.091168554,-0.089937280,0.052858944,0.022067999,0.164208377,0.000000000,1.000000000,3,-0.132922441,-0.134159137,0.033155373,0.031283027,0.164416244,0.000000000,1.000000000
