heldout_frame,weighting,region,v_min_px,v_max_px,sample_count,before_rmse_mm,after_rmse_mm,before_p95_abs_mm,after_p95_abs_mm,explained_fraction
005,frame_equal,bin_0600_0899,600,900,300,0.157253893858,0.105272994325,0.197246629806,0.125438439256,0.551842018196
005,frame_equal,bin_0900_1199,900,1200,300,0.0768300638025,0.044344176918,0.135206806173,0.0795714759934,0.666872252042
005,frame_equal,bin_1200_1499,1200,1500,300,0.0303422057484,0.0240149978089,0.0601468084032,0.0427319999696,0.373572514526
005,frame_equal,bin_1500_1799,1500,1800,297,0.0969446111697,0.0229200132059,0.145974813964,0.0400870943546,0.944103787556
005,frame_equal,bin_1800_2099,1800,2100,294,0.0911354607283,0.0112534308812,0.126033136081,0.0220206323802,0.984752624048
005,frame_equal,bin_2100_2399,2100,2400,291,0.134156671923,0.0171267760719,0.171847327226,0.0279121642789,0.983702286203
005,frame_equal,bin_2400_2699,2400,2700,300,0.174737075978,0.0255633028093,0.251463323696,0.050814246133,0.978597534734
005,frame_equal,bin_2700_2999,2700,3000,172,0.159453010187,0.116493195217,0.298981119673,0.184627711358,0.466252725827
005,frame_equal,extrap_top_v_lt_242,0,241.997693497,242,0.0994214045638,0.0455040303337,0.144158228713,0.0690123501791,0.790521266329
005,frame_equal,extrap_bottom_v_gt_2732,2731.97787458,3000,140,0.10833421007,0.124574014292,0.223842695154,0.188717916197,-0.322280754585
005,v_region_equal,top_0_299,0,300,300,0.092046791351,0.0653661191759,0.142669676449,0.0878202888259,0.495701014282
005,v_region_equal,middle_300_2699,300,2700,2382,0.113641019774,0.0572554916939,0.190169022324,0.117707896025,0.746157665777
005,v_region_equal,bottom_2700_2999,2700,3000,172,0.159453010187,0.104194464206,0.298981119673,0.168828082558,0.573003960563
005,v_region_equal,bin_0000_0299,0,300,300,0.092046791351,0.0653661191759,0.142669676449,0.0878202888259,0.495701014282
005,v_region_equal,bin_0300_0599,300,600,300,0.0743435776348,0.0938623923332,0.12668617979,0.119006679383,-0.594029390956
005,v_region_equal,bin_0600_0899,600,900,300,0.157253893858,0.111717805179,0.197246629806,0.131773741205,0.495289925594
005,v_region_equal,bin_0900_1199,900,1200,300,0.0768300638025,0.0464606481643,0.135206806173,0.0831232910915,0.634314162657
005,v_region_equal,bin_1200_1499,1200,1500,300,0.0303422057484,0.0245574715653,0.0601468084032,0.0433872432804,0.344952185774
005,v_region_equal,bin_1500_1799,1500,1800,297,0.0969446111697,0.0225842506134,0.145974813964,0.0390296113453,0.945729475017
